Run_time,Mean_PCA_1,Mean_PCA_2,Mean_PCA_3,Mean_PCA_4,Mean_PCA_5,Video,BoundaryStrength
75.0,0.6516728079836527,1.1822905359787286,-1.8408631474784987,1.989407093721653,0.5672343524054141,Movie Task-c4,-0.0444684205504339
90.0,1.8608956188274925,0.08736764727245919,-1.8675607178548252,-0.3384521564240585,2.2825621381235397,Movie Task-c4,0.23203521618426326
105.0,-0.47619735877827735,1.7414589558879647,-0.8299829872807261,-0.9773618124659634,-1.7860883167241457,Movie Task-c4,0.2741139534092357
120.0,-0.373959807222123,-0.013649672272371276,0.09908257649985475,-0.6827329853379313,-0.031125906737932186,Movie Task-c4,0.9425697401680757
135.0,-1.1987970948329425,0.2474644418232457,-1.3502836279510784,0.32528941498914216,1.5259453228144446,Movie Task-c4,1.855114350972521
150.0,-0.452246862016619,1.0420167953742399,-2.7680760022299595,-2.219237097144403,0.9141856454654511,Movie Task-c4,-0.4829212463896469
165.0,0.41644171558581455,-0.5907799504309403,0.41236456389228304,0.5448806772128262,0.5698272863780866,Movie Task-c4,-0.9134141145125274
180.0,-0.719501348332266,-0.3880109685648157,-0.2278549613365755,0.49247379520739115,-0.16342401544522997,Movie Task-c4,-0.7050026776744457
195.0,-1.5277674714427647,0.49304199225199846,-0.1055988603516478,-0.5449355857148833,0.32344745975493455,Movie Task-c4,0.6854327376427592
210.0,0.7053250998907047,0.7494637724427843,0.3205733269408995,0.9871738838464201,-0.7483217834561539,Movie Task-c4,0.30725654872050734
225.0,-0.8783109048743066,0.1087922753914365,1.3324485840635742,1.0771166983939127,0.7771047092500748,Movie Task-c4,0.20776028323884105
240.0,-1.8737948873616335,0.18355296653151837,-1.157919906543416,2.4931187897310476,0.5446399806171174,Movie Task-c4,0.2280054694259734
255.0,-1.2444822680401582,-0.6597431577400812,-1.2265487941486117,-0.5489163888295127,-0.2535279150332264,Movie Task-c4,-0.8212639116466779
270.0,0.38918150738108576,-0.7610329478169338,0.8030201452486234,0.6173710454792983,1.2268602357917715,Movie Task-c4,0.8994277550703124
285.0,-1.8815159977893705,0.20129258486432522,-0.7559337572531869,0.23546910445333333,-0.44614523071490675,Movie Task-c4,4.107810253508108
300.0,-0.902378551633429,-1.5970550634646161,1.1854303255796097,0.27529386129196953,0.29069577945016445,Movie Task-c4,0.854623263174094
315.0,0.015187674866321325,2.504812544863769,0.32158493230011664,-1.604053517493875,-0.36575938093359106,Movie Task-c4,0.20968371999554952
330.0,0.3484884146754166,-1.3066332476725293,-0.02506156903887399,0.4212505732844241,0.5806560918295289,Movie Task-c4,1.8263323032763723
345.0,-0.02094100088244083,-0.39650282088964106,-0.07006958618761581,-1.7391530435606635,-1.0068732227959636,Movie Task-c4,1.0637151190370682
360.0,0.8272630123787167,0.03166622725133651,1.1596226523765771,-0.992584417382994,-0.27885421955999085,Movie Task-c4,-0.7000979543296479
375.0,-0.9818859355547604,-1.4483710541179595,0.1619928509262389,1.5569692304186415,2.0179959397436007,Movie Task-c4,-0.7499261409879219
390.0,-0.8859493007110646,0.38710857281644884,-0.8091818483349322,-0.3429706354773854,1.050418384716748,Movie Task-c4,-0.41658355963990407
405.0,-0.7530176638886431,0.3489247536063022,0.44320429058329963,-0.33441968488958085,-1.098120126690583,Movie Task-c4,-0.7948077207346349
420.0,0.08466809899646047,-0.26739151792686405,1.4704841802968702,-0.8173315349805226,-1.6623352451117992,Movie Task-c4,-0.8438523490090736
435.0,-0.40433063263672825,-0.8195543006378669,2.0113085718438817,0.34183781175424477,-1.3280026640147575,Movie Task-c4,-0.7470927161397076
450.0,2.2045264745136306,1.2912884125077062,0.08809286278146561,-0.340540691882977,0.22096609858780986,Movie Task-c4,-0.8145705346319277
465.0,-0.5009904186484256,-1.6278275819576722,0.21993539182607405,-0.03197789851341101,-0.5505199279208077,Movie Task-c4,-0.14704420513787583
480.0,0.876233933444802,-0.05180039052799922,0.39536759540410304,-0.6865625417414726,1.3980662770472778,Movie Task-c4,0.5745855451514552
495.0,0.6731670673668542,1.302847292348758,0.8729366662885873,0.09272421954646297,0.660024697278813,Movie Task-c4,-0.010914542131383828
510.0,1.398607695127276,-0.08974351590574153,0.13512120362333985,-0.0492392076611498,-0.18259626756808303,Movie Task-c4,-0.2472036575521751
525.0,0.6011078723722225,0.40437198636190974,-0.9955091573599574,-0.5504722302086549,-0.9934709634787683,Movie Task-c4,-0.6534365809249116
540.0,-0.31485165855445973,-0.42604851548421374,-0.5309924462530932,0.16604288590271887,0.8230199347196914,Movie Task-c4,-0.7774672349470657
555.0,0.5935670835014438,-2.0468124319960235,0.5696126834548203,1.3026281329830316,-1.17582174075364,Movie Task-c4,-0.6075034022756556
570.0,1.3207617576279005,-0.8955476302133704,0.684734102153511,1.8216422944944042,-1.4124420103386919,Movie Task-c4,-0.925205381024899
585.0,-0.2001193824586741,-0.22101989277272793,0.8423667314623009,-0.604226521890206,-0.44643466955863786,Movie Task-c4,-0.9463834163998439
600.0,0.5266451403764347,-0.957789747056949,0.2572999825957462,0.457636693014827,-0.5259095577830035,Movie Task-c4,-0.3936958842762929
615.0,1.6480466028280303,0.371548751176114,1.5594629787834062,-0.9303180549791625,0.2928122886464203,Movie Task-c4,-0.5166541674095297
630.0,-0.15337424605532904,0.8259760202835608,-1.0210820959638192,1.1119055279973935,0.7660247912262549,Movie Task-c4,1.1658158800148408
645.0,-0.6432556601399659,-0.6193927510172748,-0.48243387045775965,-0.48369543172012736,-1.7961203282231546,Movie Task-c4,-0.6879618654666391
660.0,1.818586775612585,2.2999912768350796,0.4640874636216645,-1.1387080179647355,0.21562466159801422,Movie Task-c4,-0.7434052275985792
675.0,-0.5727059015024643,-0.6205706474030958,0.25481867347773035,-0.35234227745947355,-0.7962185826020972,Movie Task-c4,-0.7434052275985792
75.0,-0.9156195622913791,-0.9061801207365952,2.2900801737412753,-0.9713294279426117,0.9429034689077012,Movie Task-lms,0.4823677597031529
90.0,-0.42691757259548324,-1.4185999486380636,-0.3091949953708908,-1.8550988554849959,1.0325467792001275,Movie Task-lms,-0.15817091906597885
105.0,-2.00964964081411,-0.09622332119716728,0.5933883302187245,0.2641289944053377,-0.7842396356006274,Movie Task-lms,-0.7839624130291226
120.0,-1.3850525452062596,1.5446256359123915,0.656364120679645,0.36755658169691874,-0.5537912711420492,Movie Task-lms,-1.0409677882230186
135.0,-0.40841288604963616,0.014588880320566627,0.7526270373011044,-0.1271015404355124,-2.1170254866364964,Movie Task-lms,-0.7369646744299372
150.0,-0.4725210827966866,-0.5500611036062437,-0.7183507066579302,0.33155455286356145,-1.3604789787945868,Movie Task-lms,-0.5242106336390613
165.0,-2.431653994963311,1.0612188727470144,1.480825816501904,0.8441311690616737,-1.6391203576009246,Movie Task-lms,2.3692310958735767
180.0,-0.06486543128972108,0.40678000853278995,1.094948304013464,1.1200443956052288,-2.163433131877063,Movie Task-lms,-0.2248969525330708
195.0,0.8372059448776333,1.3359489814165675,1.4786901226719689,1.037005027257952,-1.2031098982013269,Movie Task-lms,-0.4101044945372066
210.0,-1.2927274814014447,1.241153739195034,1.8086398043975764,1.8478800015008099,-1.386836756336736,Movie Task-lms,1.0601545419610654
225.0,-0.09638007096728571,0.5768831732228311,0.5081046177907197,-0.38442589016435863,-1.8241929440316789,Movie Task-lms,-0.6454143542117587
240.0,-1.123882839075292,0.9422454952156286,-0.4830586448928104,-0.6191780556166654,-0.13131973804403638,Movie Task-lms,-0.6464503986801781
255.0,-1.7485901128739607,1.994338755658003,0.5124684713930417,0.6918306796766013,-0.5308626172997022,Movie Task-lms,2.9779350188335334
270.0,-0.811241455450867,-0.2617292476836677,0.9181180014305629,-2.29424558597317,0.2268045760857944,Movie Task-lms,-0.455812181676385
285.0,1.2026173700666904,0.13865196758501233,0.6189763937224021,0.05862236533842636,0.4911599677720279,Movie Task-lms,1.8740352134261842
300.0,-0.15414777738671406,-0.006256629919419737,0.4015480395904421,0.621030855322912,-0.3435113894255882,Movie Task-lms,-0.8644891629308359
315.0,2.1943399875524405,-1.4037708629952728,-0.12936237775489934,-0.5289361946820174,-0.40205096039181265,Movie Task-lms,0.2512160341861544
330.0,0.2888734192527716,-1.0941733711283852,0.633717068878114,0.5593452833239801,-0.17271053496750155,Movie Task-lms,-0.662285312135695
345.0,0.8117941197433205,-0.7536347893919239,-1.0117959562332177,-0.5900030505141007,-0.0873326284799952,Movie Task-lms,-0.9695254464460099
360.0,-0.13005979026090023,-1.2894410610597105,0.02551582532894896,2.6743300479524037,-0.7118789066779365,Movie Task-lms,-0.9389418327273618
375.0,0.5485191801714864,1.6773917071878475,-1.0147351129300877,0.7634803441062765,0.6498238570814457,Movie Task-lms,-0.4544322660150335
390.0,0.7993563318830211,-0.4663934009729042,-0.581211475921715,-0.2375657582309162,0.28236270291928595,Movie Task-lms,-0.8479339596238419
405.0,-0.5802162934658623,-0.9450834403339068,-0.7126006550869021,1.2734462120790297,0.6355765372020025,Movie Task-lms,-1.0887402190614364
420.0,-0.32261107337963163,-0.8676822795204567,0.2632957896718969,-1.7323824500594769,0.2880335903378903,Movie Task-lms,-0.5215052847115986
435.0,0.1149740432599708,0.42274304156423553,0.3837855352993787,0.04636351752680017,1.5094579809686284,Movie Task-lms,0.22122794713254954
450.0,0.5710751516119591,-0.11907350529074494,-0.7379271894368714,-0.24422647052157942,1.1952902972340615,Movie Task-lms,1.4804988475994425
465.0,-0.2844321025300865,0.06712195262556402,0.7907316506513542,-0.15569270118186365,1.4772968449291404,Movie Task-lms,-0.6440144630518199
480.0,0.5637298695614945,0.9759220597965278,-1.4313572255170166,-1.0934669939016914,1.7028616526830807,Movie Task-lms,-0.3608488429044057
495.0,0.5437450226146614,0.5281793745621943,-0.4314899863976373,0.49535395091231293,1.2616845498837368,Movie Task-lms,1.6078853553569954
510.0,0.28750674497225986,0.734015871757774,1.0026292040857476,0.12139246225366172,1.2707481732948314,Movie Task-lms,-0.7873776382282949
525.0,0.21122994285515692,0.27186549459551396,-0.0178157554352763,-0.09631938368137806,1.273281023983986,Movie Task-lms,-0.4188864487923919
540.0,1.4245426026762957,-1.3720087516469452,-1.9130675935571557,-1.579144120735364,0.178670202830241,Movie Task-lms,-0.12879253317753586
555.0,1.7646322120299442,-0.40987463679065506,-2.2079327302480087,-0.5797981576731481,-0.303003656904709,Movie Task-lms,-0.79967110517662
570.0,1.2146467768856788,-0.5651542553139068,0.2789196489831232,-0.28892181266494626,0.4850203281894185,Movie Task-lms,1.1185668173090284
585.0,-0.5134800866088202,0.09820237481195968,-0.5839355918260718,1.4455870624151324,0.32294749007998746,Movie Task-lms,1.4872200835339768
600.0,0.6221432358560014,0.2927843762287637,-1.0972802482880317,0.8582073874594157,0.17777150217239085,Movie Task-lms,-0.7574153797957124
615.0,0.7370577858974624,1.5449603016710463,0.47441785841255857,0.5064184643777087,-0.09506263047371444,Movie Task-lms,-0.39019773884670705
630.0,-1.1974254401093098,1.0441137082835956,-0.06384173308485323,-0.01847456825970898,-0.821741153936944,Movie Task-lms,-0.4270868403079808
645.0,0.4609598576575084,-2.068489957576177,-0.8286829558172357,-1.1152407638699002,0.32662737015505283,Movie Task-lms,0.26535866883492576
660.0,1.1442182771379645,-1.6780549673982,-1.0678177064233385,-0.619525032719107,0.5258365542904166,Movie Task-lms,0.8331685034097583
675.0,0.026719362953039824,-0.641850121690515,-1.6263331738840012,-0.7966325408236309,0.3749972266221816,Movie Task-lms,0.6602333967986472
75.0,-1.262742933351883,-1.2714875323212789,0.3560280585420689,-1.2802972295100687,-0.28154893417453764,Movie Task-summer,0.8163967945419646
90.0,0.9416100025962614,1.8386908949365182,-0.3679226913977243,-0.6553731121186304,0.1516188467642306,Movie Task-summer,-0.7091635447902335
105.0,-0.7517239643499085,1.3323100586422336,0.1394947606086401,-1.3329347231596596,-0.19089370036430509,Movie Task-summer,-1.1594794150203076
120.0,-1.6657185861235178,-1.0716910929534869,0.5383178244489407,-0.6757448301723001,-0.06946161978069046,Movie Task-summer,-1.2106430984222882
135.0,-0.2680373651025655,-1.3874265031264132,-1.2588749401290704,-0.8971740052801073,-0.01591844962871635,Movie Task-summer,-0.9797503298588661
150.0,0.550339887932301,1.0321768494024504,0.33384159391771273,-0.3452699303375841,0.0025153236418629676,Movie Task-summer,-0.5860580052518487
165.0,0.332770130466903,0.03365197662084849,-0.33313314959831153,-0.3200187654112663,0.805192124978043,Movie Task-summer,-0.08478916262570284
180.0,-1.2603058525462791,0.8159752455291505,0.7344542638110377,-0.4881587853256429,0.5625514635660787,Movie Task-summer,-0.7808964436934739
195.0,-0.43020590771221917,1.1618036106537457,-0.3391024073706085,-0.8218117400088062,1.3339274205592226,Movie Task-summer,-0.15816788546290844
210.0,0.946503112995316,-0.8355153945891078,1.2821240061178951,-1.1643673309361118,1.5188617882576227,Movie Task-summer,0.23682832872276313
225.0,-1.594848140388675,0.5550749386798085,-1.5723246029977995,0.41864237108025437,0.36673427248989154,Movie Task-summer,3.843260312848265
240.0,-0.07528009037734852,-0.09884416003458919,0.07697752809506138,-0.28636782470710787,0.7933587708053543,Movie Task-summer,0.5374640582554956
255.0,1.3506735209056167,-1.200627939121398,0.3747482768331732,2.4965309762450465,0.7124887984245518,Movie Task-summer,-1.1564332002862028
270.0,-0.4303027119854659,0.5011653851599407,0.2904151753097116,0.10478033987684367,0.3236597265632347,Movie Task-summer,-0.381068953670052
285.0,-1.2814713988617898,1.9899374871094846,-0.31936978566051805,-0.36969489305679815,1.5074113080079543,Movie Task-summer,0.25054569713612257
300.0,2.106170932511054,1.253504867268354,0.4919274425555777,-0.28258137207238276,1.3894024544961523,Movie Task-summer,-0.06735575198149114
315.0,1.3096308314462355,1.4749499152190426,-0.04087420541623562,2.1100926510678697,1.4016064646133966,Movie Task-summer,-0.6063454383663563
330.0,1.4271222051460024,0.19165532595896081,0.2499215612791302,0.42879441852575706,0.7108633589368635,Movie Task-summer,-1.1995371920108036
345.0,-0.599411251163581,-0.23796195495466937,-0.25794613864758964,0.20164409792977372,0.9700640151409307,Movie Task-summer,1.9833669663726012
360.0,0.06621238389267077,-0.055000219889636284,1.3097194046569078,0.06060221647986487,0.56038566657798,Movie Task-summer,0.29013767611466745
375.0,0.3879179719098044,-0.5860296217982304,1.195116087953789,1.5337052833760376,1.172269978893301,Movie Task-summer,-0.5528077252092753
390.0,-0.38516589012851,0.18713871112983405,-0.6305882635404305,-1.2625936422449482,0.6696222249841364,Movie Task-summer,0.5579650434208411
405.0,1.597933357769976,-0.8333083017671042,0.12978400602208348,-0.4227124299450347,0.7171767203258272,Movie Task-summer,-0.013884424863767316
420.0,-0.9039448755658427,0.03509020710753728,1.2630028625684233,1.1985451193537209,0.020070824673936068,Movie Task-summer,0.2638859041600919
435.0,0.4452048765821284,-0.3155483179178118,1.2217053792758845,-0.6404045044400867,0.4234875918943179,Movie Task-summer,1.085748800835624
450.0,1.4642972118002833,-0.04881942213049858,-0.17167341884110493,1.5856388024881587,0.3607715301506137,Movie Task-summer,0.03269261449556761
465.0,-1.2984723501459883,-1.4193919337948306,-2.393959179254689,-1.0568094052471741,0.4340189095759672,Movie Task-summer,-0.38894071865510266
480.0,-0.023459046176746844,-0.548428218637583,-0.3294886875445919,-1.049461434643313,-0.6043046773178571,Movie Task-summer,-0.5868471620853257
495.0,-1.1078381502601786,0.4364211996400103,-0.9171872043260222,0.1465854842861033,0.042954265228231876,Movie Task-summer,-0.9206796617636931
510.0,-0.5325963215599709,-1.307117634272305,2.8647779777440157,-0.7433605468294209,-0.6007106385618196,Movie Task-summer,0.4908641294289915
525.0,0.567229286676685,-0.39533453424320114,-0.12723154852258392,0.02550058374955423,-0.722037251206787,Movie Task-summer,-1.2633595145134577
540.0,0.7635594937430382,-1.7668800602356192,0.7551320792751849,2.31959097407514,-1.1657267785056873,Movie Task-summer,0.00277568182715148
555.0,-0.4467584329110895,-0.01585507963151294,-2.012394358901567,0.36048533827259976,-1.313703626513537,Movie Task-summer,-0.48583303276068607
570.0,-1.5926571239915879,-0.3221375929291281,-1.212412553518866,-0.4712672892762181,-1.8079172895127353,Movie Task-summer,1.676314497073529
585.0,-0.8240006487708775,0.23260642985615076,-1.5072773565737059,0.0625059418414765,-1.0094157226074543,Movie Task-summer,-0.5012137332397983
600.0,1.5982255821093923,1.7310837065478937,0.19982408565914872,0.718108967951314,-1.0838904154864601,Movie Task-summer,0.8146599150089661
615.0,0.22469058395762578,-0.862591271689461,1.0729912052863888,0.5547476357010479,-2.268380387787693,Movie Task-summer,-0.15326998662884248
630.0,0.10815585871469618,0.37917970082625446,-0.5884970865185442,1.1743152467918816,-1.571356931620554,Movie Task-summer,1.7409862025140583
645.0,0.6093054221073523,-0.7520372638948613,0.6691067759925423,0.7466059766583456,-1.8083908436822014,Movie Task-summer,0.27072133520595104
660.0,0.5823687272078458,1.5363536243143854,-0.06700508857503588,-1.4791632986923497,-1.133926727305757,Movie Task-summer,-0.4740447884010831
675.0,-0.6449803389971636,-1.3867360846698749,-1.1021476886183188,-0.20185533233577746,-1.3034298554929094,Movie Task-summer,-0.4740447884010831
