ProbeVersion,ProbeNumber,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4
0,0,-0.6461806485515876,0.45138218201966174,-0.5136086192280555,0.4914760142735527,0.22071230579280987
0,1,-1.0380978772311753,-0.07791921981962252,-0.059905628336823114,0.2615901837433816,0.0014863187405087103
0,2,-0.2508566362184448,-0.02529377808509202,0.5554746473479553,0.6384274684264489,0.34261929427173
0,3,-0.4098140379409795,0.2634465340694972,0.03192647359018301,0.18318978004660819,0.03310158724893483
0,4,-0.4495478875982739,0.42472999681889506,-0.3137399310821244,-0.4296904078397086,-0.17810787045145016
0,5,-0.4289542744878965,-0.13882820745908153,-0.1654077158040157,-0.1699056949589113,0.5243542531465847
1,0,-0.3314824903584366,0.36093013838372606,0.2664585082289397,0.7503977204379951,0.43472971054020676
1,1,-0.26389382183171217,0.3218538469001994,-0.4288635364293107,0.8615270791723527,0.3998471896343483
1,2,-0.3252617927825074,0.8534709804870378,0.21690174576319274,0.26358663453151926,0.4548815604805878
1,3,-1.2420273475611578,0.35839207063622097,-0.3740886665923416,-0.14540087509600808,-0.1389808359979206
1,4,-1.3182077474086016,0.5807172377545651,-0.8795461528840507,-0.44265826668620445,-0.2155231767636276
1,5,-1.606020366770117,-0.29221550865185547,-0.497174599090241,-0.3131017181418566,-0.38218287985037985
2,0,-0.12883346095105777,-0.2596623914735475,0.08161842720913318,0.3613047623018682,0.6647791814671447
2,1,-1.0988467930724055,-0.20582766792698998,-0.7215571619077777,0.11769465783119948,-0.35899581699385613
2,2,-0.5237214025035025,0.8439258582327684,-0.6281273238170865,0.31385949078569225,-0.46971306364150944
2,3,0.2513336307406202,0.7401807886244214,0.07446951662230342,0.0008824831111554632,-0.25489517830724107
2,4,0.7858908950357564,0.061307807069232056,0.2643823320427312,-0.264931742514777,0.1134907235737796
2,5,0.06486824624253457,0.03319794358654693,-0.07070823871266932,-0.3980446585221077,0.4789157057522056
3,0,-1.203074849217051,-0.38936947953268136,-0.1420231225656048,0.40998322146474603,0.011887150832263105
3,1,-0.2870649960747773,-0.6229322933574369,-0.04629790007766995,-0.11087073555856816,-0.36679556730759516
3,2,-0.598943919555743,-0.47847807450166197,-0.49837696050271013,-0.12458163432928229,-0.13641669036767848
3,3,-0.45042476173779755,0.36090590311323023,-0.6435400721841157,-0.5683260390634318,-0.7088493034860875
3,4,0.0801064900731246,0.7999651135085003,-0.372682050541915,-0.31547840467525895,0.05916711844899406
3,5,-0.48884773750242055,0.11556093610806882,-1.2701616246656293,0.23575541151766516,-0.1677610552100394
4,0,-0.6392640422733812,0.2461627829847109,0.10234273004188528,0.17475258383749354,0.05335610541889494
4,1,0.8398101727949058,-0.06887311565431241,-0.059526855260389845,1.0362653698899515,0.0019345389964184573
4,2,-0.39871283599597585,0.20529284338767378,0.4584056013976333,0.5285075881254137,0.3397417062321072
4,3,-0.707437442998622,-0.19563102254166911,0.16837752945983753,0.3521110626756972,-0.129727858186173
4,4,0.19026730388855792,-0.21946129473268824,-0.21935965877890024,-1.3056927008194752,0.23995604362758197
4,5,-0.3008155434022251,-0.27802245300713974,-0.19003184593541325,-0.7550331599004453,-0.7507127370035557
5,0,0.7575593420552713,0.40063958283259815,0.31324031048222845,0.10895035014942941,-1.126863446991266
5,1,0.2894294669278816,0.9418147399363334,0.5666444459468556,0.14551042778224899,-0.46234814594086265
5,2,0.5050483978672258,0.47636212651426596,0.6875705958228847,0.34754770855571765,-0.6793838981639423
5,3,-0.04082700265121268,-0.30106489412389803,-0.34665977302878337,0.009796575811919166,0.26525130279346765
5,4,-0.4936549052253504,-0.4875876506651258,0.08936693607862099,-0.061234343615747436,0.6241004690028564
5,5,-0.5382395521717412,-0.9463019031365459,-0.015789629109121905,0.4962142284051599,-0.06866388392328494
6,0,0.21337008784098094,0.014697896531966917,0.057062740524178535,0.051497029976793174,0.25691151055975586
6,1,-0.8732931902346328,-0.9828718227533288,-1.0097865742510443,0.35267783784198864,-0.4197206825864849
6,2,-0.5827970532048659,-1.1411162478171124,-0.9839050585725615,-0.2710939877984075,-0.23848502990524723
6,3,-0.2458287495379024,-1.0378841435188875,-0.47655940409689224,-0.33850660484358713,-0.10183547237751622
6,4,-0.13076833827637693,-0.8885185702184386,-1.0574382558155921,-0.7178954597052231,-0.25081971498327454
6,5,-0.68098726055524,-0.37998334997700756,-0.9648483273157864,0.570152743481249,-0.2866755223480971
7,0,0.6161215063026799,0.3698040249754683,0.6684961490589094,-0.15911154765100924,0.22243069060653844
7,1,1.0750840405115432,0.8834294189718358,0.7700278306384047,-0.023631412632568596,0.26761559272919233
7,2,0.7723529159384649,0.5193295753493632,0.8366209371122184,0.5427093259198781,0.33718803035845274
7,3,-0.2971902578466086,-0.38892371713804746,0.5011860576999629,0.39519739058823444,-0.14479404453056788
7,4,-0.09164176057457357,0.561697313386407,0.7926514344141681,-0.09594345585029923,-0.3542514708379071
7,5,-0.09277567916308474,0.5985064785504296,0.6615863013944927,-0.6721135251062341,-0.3741149002945169
8,0,-0.17493778855244865,-0.25428559692815583,-0.30528108785408253,-0.0068392729407340536,-0.5286366029547767
8,1,0.38180988199818383,-0.05373209906447793,0.4522631105352292,0.01007455768944316,-0.19336951567561356
8,2,0.632193522110666,0.589133733055513,0.14036515134757369,0.3950746422300975,0.6640329747765553
8,3,0.8525148746717752,0.5655932765841855,0.6467536864333188,0.015173348339299841,0.5289096910267311
8,4,1.1754678717220033,-0.3790661566672383,0.3103191875438913,0.11274429959806448,0.0588661786787405
8,5,0.06114835804061955,-0.4514871127617575,-0.6239052644641616,0.3711499610470246,0.18332587281610685
9,0,0.547295828669071,-0.46144672372248313,-0.25154314973492964,0.006754063771642734,0.29142297413267887
9,1,0.47705243408139336,-0.12033706552932803,0.7739876021654768,-0.34696962664470926,0.80516575891468
9,2,-0.010453123902002601,-0.5648839561652569,0.986823778739664,-0.11867699015601171,0.8892924200257077
9,3,-0.026192238732807484,-0.6275499128861427,0.5933290307595771,-0.10020555706698848,-0.4262207846880214
9,4,0.19975475988784927,-0.7182225336148305,0.756307443545891,0.26675897691347134,0.17884477579596217
9,5,0.2906170051489861,-0.2853155946243224,0.5533226259293537,0.35289804539178915,-0.057144591860257964
10,0,-0.2817167780314324,-0.25426708406388615,0.5070380096010119,0.210872440318824,-0.4265730197846599
10,1,0.24055161961001767,0.8900754561176846,0.6726923318493319,-0.005438338229952766,-0.022250723496828446
10,2,-0.12820613464025266,0.5120442995450378,-0.6994400243323486,-0.022392304920303023,0.17465686789984813
10,3,-0.8017550628759533,1.0861028617563817,0.5715391378707749,0.031481853069808254,-0.37466406379436884
10,4,-1.00982541533728,0.1310018116746108,-0.052941050918151836,1.0563191828018124,0.5032231451010221
10,5,0.0940532703518113,-0.16548722747029862,0.6838296127610051,0.39651272678255445,0.26282730994963066
11,0,0.15711865138355993,-0.5067335599290288,-0.2750926237858711,0.03287060648368378,0.03341519018145765
11,1,0.9567500815549345,-0.5803984865854234,0.01601675118869366,0.21055679754733,-0.12876568416860862
11,2,-0.09148417954379943,-0.0291323027946865,-0.2428718634966058,0.2477394990250093,0.10951624906141773
11,3,-0.057813414404567096,0.45427603138259215,0.16959399338597864,0.2591389225941628,-0.1255877069465592
11,4,0.46840528403502507,0.181236029637168,0.23143838665095454,0.39597525629012725,-0.031496965852918786
11,5,0.3041431014548946,0.2714073590854675,0.39170261655000754,-0.14971236276704625,0.28225555348650927
12,0,1.0927900367026635,-0.13917787099636686,0.14748045758640613,-0.0878117747860303,-0.03565509146809962
12,1,1.004570892114603,-0.2830815089825083,0.2210546402279187,0.24523283358005005,0.3270816208707642
12,2,0.47281017866447694,-0.5405164252214832,-0.6782302670295225,0.8511273009364934,0.22613160236199126
12,3,-0.028461443319582565,0.013586428658951726,0.10106297307524612,0.3026850843250139,-0.29392916610750364
12,4,0.3586729923938735,-0.1079479190954189,0.18696116737383547,-0.2501203850107993,-0.0885629514417925
12,5,-0.3747759332120593,0.05698049252073334,0.06512199951870826,0.17616800503975938,-0.16795878230310773
13,0,0.40268749504229134,0.7754333165180468,-0.1570182477531756,-0.18866377443563337,0.10121857130399052
13,1,-0.0032292340266193826,-0.7112610647612366,-0.4499342514689838,-0.13651972490780445,-0.48493090016186846
13,2,0.2946436949673246,-0.25384305896160153,0.06829655876380691,-0.05107665645423702,-0.38647096921928975
13,3,-0.12627491184398207,-0.18091949369646226,-0.6157804540467835,0.007207440664672239,0.20584868569013956
13,4,0.42359801770072314,-0.5829926292806192,-0.0755299065185422,0.03464263059764635,-0.2123752418740937
13,5,-0.5377611431982341,-0.5538461516909776,-0.5003010733013785,-0.1373968932037197,0.444621711798556
14,0,0.4058972748529081,-0.228086907063649,1.0646732576030349,0.2363742506625004,0.3218447942129781
14,1,0.008992340757543682,-0.15881276849249673,1.0892689490444185,0.5626988005914565,0.41228085780716617
14,2,-0.212573597735108,0.4368809041252664,0.3161885095031902,0.0011730008324607624,-0.5402164138768287
14,3,0.32498468691738447,0.13107582232627696,0.5323308721784347,0.5084171013264699,-0.21351055397222743
14,4,0.4384843118179647,-0.1733941994527551,0.08601532617568648,1.0369795244388351,0.2512814566863342
14,5,0.2821283535010538,0.2568808277002597,0.5052256522669233,0.35729773762278005,0.25668960169105126
15,0,0.7921510277964218,-0.5026079993518924,0.45974760442418267,-0.4738656029514801,-0.28596884126221184
15,1,0.4358147255658552,0.03256461753142407,0.18157512480173896,-0.1225718866938192,-0.13224246050575958
15,2,0.818502346090617,0.47068006341307017,1.1238933566204306,0.08380148200567941,0.3132915928578745
15,3,0.946062187520248,1.2411623803041698,0.6518245234588271,-0.8428564509171563,0.6637537988991216
15,4,0.7608780251861659,1.5213757693637984,0.4231267061426855,-1.0884405522008502,0.5192854934802706
15,5,0.5172829745064947,0.5070744096197786,0.25096947669908015,-0.8380154562088323,0.47310345788742014
